0,92.0076293945
1,91.9967651367
2,92.0006408691
3,92.0045471191
4,92.009552002
5,91.9970703125
6,92.0047607422
7,91.99609375
8,91.9967346191
9,91.9969787598
10,92.0027160645
11,91.9995422363
12,91.9901123047
13,92.000793457
14,91.9956054688
15,91.9977416992
16,91.9963684082
17,92.0062255859
18,95.0016174316
19,94.9942016602
20,95.0050354004
21,95.0061645508
22,95.0121154785
23,60.0260925293
24,60.0065917969
25,60.0045776367
26,60.0057983398
27,60.0018615723
28,60.0001220703
29,60.0087280273
30,60.0068969727
31,95.129699707
32,94.982421875
33,94.9946899414
34,94.9877624512
35,94.9983520508
36,60.0252685547
37,60.0103149414
38,60.0071105957
39,59.9999389648
40,59.9995422363
41,60.003692627
42,60.0044250488
43,60.0027770996
44,95.1415710449
45,94.9920959473
46,95.0033874512
47,95.0020446777
48,94.997833252
49,60.0251464844
50,60.0087890625
51,60.0028076172
52,60.0036010742
53,60.0032348633
54,60.004699707
55,60.0012207031
56,60.0011291504
57,95.1272583008
58,94.9930114746
59,94.9979248047
60,94.9986572266
61,95.0038452148
62,60.0231933594
63,60.0103149414
64,60.0067138672
65,60.0029296875
66,60.0057067871
67,60.0010986328
68,60.0022277832
69,59.9990234375
70,95.1285705566
71,94.9833984375
72,94.9975280762
73,95.0085144043
74,95.0018310547
75,60.0219116211
76,60.0088806152
77,60.004119873
78,60.0021057129
79,60.0028991699
80,60.0024414063
81,60.0037536621
82,59.9997558594
83,95.1322021484
84,94.9845581055
85,94.9983825684
86,95.0097351074
87,94.9969787598
88,60.0221557617
89,60.0083007813
90,60.0075378418
91,60.0000305176
92,59.9995422363
93,60.0063781738
94,60.0000305176
95,60.0050964355
96,95.1242370605
97,94.997467041
98,95.009185791
99,95.0030517578
100,95.0016784668
101,60.0229797363
102,60.0080871582
103,60.0034790039
104,60.0000915527
105,59.998840332
106,60.0026550293
107,60.0022888184
108,60.0038146973
109,95.1276855469
110,94.9967651367
111,95.0045166016
112,94.9962463379
113,95.0028076172
114,60.0228271484
115,60.0074157715
116,60.0043334961
117,60.0050964355
118,60.0050964355
119,60.0010375977
120,60.0040893555
121,60.0018920898
122,95.130645752
123,94.9916687012
124,95.0053710938
125,94.9993896484
126,95.001739502
127,60.0218811035
128,60.0103149414
129,60.0046081543
130,60.0045471191
131,59.9979553223
132,60.0038757324
133,60.0068969727
134,60.0057983398
135,95.1225891113
136,94.9984130859
137,95.0064086914
138,94.9922485352
139,95.0018005371
140,60.0225830078
141,60.0092163086
142,60.0042419434
143,60.0018920898
144,60.0046081543
145,60.0059814453
146,60.003326416
147,60.0018310547
148,95.1224060059
149,94.9979553223
150,94.9955749512
151,95.001953125
152,95.0086669922
153,60.023651123
154,60.0083618164
155,60.0028076172
156,60.0015563965
157,60.0037536621
158,60.0028381348
159,60.0003662109
160,60.0023193359
161,95.1273193359
162,94.9857788086
163,94.9931030273
164,94.9908447266
165,95.008972168
166,60.023651123
167,60.0082397461
168,60.0034790039
169,60.0018310547
170,60.0008850098
171,60.0025939941
172,60.004119873
173,60.0025634766
174,95.1282348633
175,94.9972229004
176,94.9990234375
177,95.0007324219
178,95.0003662109
179,60.0242919922
180,60.0091552734
181,60.0045471191
182,60.0014648438
183,60.0031738281
184,60.0015258789
185,60.0045166016
186,60.0052490234
187,95.1249694824
188,94.9834594727
189,94.9871826172
190,94.9949951172
191,95.008026123
192,60.0245056152
193,60.0087890625
194,60.0069885254
195,60.0047912598
196,60.0017089844
197,60.0009460449
198,60.0006713867
199,60.001159668
200,95.1348876953
201,94.9947814941
202,95.001739502
203,94.9931030273
204,95.0081481934
205,60.0233154297
206,60.0073852539
207,60.0016174316
208,60.0030212402
209,60.0027160645
210,60.0025024414
211,60.0018310547
212,60.0028991699
213,95.1237182617
214,94.9917907715
215,94.9982910156
216,95.0048522949
217,95.0050354004
218,60.0239562988
219,60.0101623535
220,60.0043945313
221,60.0019226074
222,60.0026245117
223,60.0028991699
224,59.9997558594
225,59.9971923828
226,95.1199645996
227,94.997833252
228,94.9981384277
229,95.0037841797
230,95.0009155273
231,60.0228881836
232,60.0095214844
233,60.0039672852
234,60.0018920898
235,60.0002746582
236,59.9999389648
237,60.0054931641
238,60.0012512207
239,95.1257019043
240,94.9975585938
241,94.9953613281
242,95.0058288574
243,94.9938354492
244,60.0231018066
245,60.008026123
246,60.0061645508
247,60.0069580078
248,60.0065917969
249,60.0012512207
250,59.9995422363
251,60.0052185059
252,95.1365661621
253,94.9884338379
254,94.9986572266
255,95.004699707
256,95.0079650879
257,60.0237426758
258,60.0090332031
259,60.0057983398
260,60.0042114258
261,60.0037536621
262,60.0021362305
263,60.0001220703
264,60.0014038086
265,95.1305541992
266,94.997467041
267,94.9963378906
268,94.9966430664
269,94.9999694824
270,60.0225219727
271,60.0088806152
272,60.0030212402
273,60.0045776367
274,60.0053100586
275,60.0047302246
276,59.9990539551
277,60.0023498535
278,95.1279602051
279,94.9967651367
280,94.9959106445
281,94.9899597168
282,95.0050354004
283,60.0223388672
284,60.0091552734
285,60.0035400391
286,60.0054016113
287,60.0018920898
288,60.0040893555
289,59.9962158203
290,59.9990539551
291,95.1283874512
292,94.9813842773
293,95.0078125
294,94.9977722168
295,95.0077209473
296,60.0233154297
297,60.0090026855
298,60.0051574707
299,60.0052185059
300,60.0063781738
301,60.0008544922
302,60.0004882813
303,60.0007019043
304,95.1193237305
305,94.9915771484
306,94.9906616211
307,94.9970092773
308,94.9960021973
309,60.0243835449
310,60.0101623535
311,60.0079650879
312,60.0031738281
313,60.0020141602
314,59.9997253418
315,59.9978027344
316,59.9977722168
317,95.1239624023
318,94.9923095703
319,95.0000915527
320,95.0008850098
321,94.993560791
322,60.0225219727
323,60.0078735352
324,60.0031738281
325,60.0077514648
326,60.0032348633
327,60.0017700195
328,60.0030212402
329,60.00390625
330,95.125213623
331,94.9946289063
332,94.9864196777
333,95.0029602051
334,94.9983520508
335,60.0242614746
336,60.0085144043
337,60.0067749023
338,60.0025939941
339,60.0011901855
340,60.0015258789
341,60.0014343262
342,59.9968261719
343,95.1305847168
344,94.9895629883
345,95.0046691895
346,95.0038757324
